BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
c00026_SGB_114...region001	c00026_SGB_114..	SGB_11471_k141_2220888	RRE-containing	RiPPs		
c00026_SGB_116...region001	c00026_SGB_116..	SGB_11677_k141_410195	ranthipeptide	RiPPs		
c00026_SGB_117...region001	c00026_SGB_117..	SGB_11792_k141_389925	ranthipeptide	RiPPs		
c00026_SGB_119...region001	c00026_SGB_119..	SGB_11979_k141_934169	ranthipeptide	RiPPs		
c00026_SGB_120...region001	c00026_SGB_120..	SGB_12057_k141_990885	terpene	Terpene		
c00026_SGB_122...region001	c00026_SGB_122..	SGB_12288_k141_2091585	ranthipeptide	RiPPs		
c00026_SGB_123...region001	c00026_SGB_123..	SGB_12314_k141_150552	betalactone	Others		
c00026_SGB_124...region001	c00026_SGB_124..	SGB_12457_k141_1341370	ranthipeptide	RiPPs		
c00026_SGB_125...region001	c00026_SGB_125..	SGB_12558_k141_163773	RRE-containing	RiPPs		
c00026_SGB_127...region001	c00026_SGB_127..	SGB_12743_k141_1185715	cyclic-lactone-autoinducer	RiPPs		
c00026_SGB_129...region001	c00026_SGB_129..	SGB_12902_k141_318638	RRE-containing	RiPPs		
c00026_SGB_130...region001	c00026_SGB_130..	SGB_13056_k141_309263	RRE-containing	RiPPs		
c00026_SGB_132...region001	c00026_SGB_132..	SGB_13266_k141_751326	cyclic-lactone-autoinducer	RiPPs		
c00026_SGB_133...region001	c00026_SGB_133..	SGB_13394_k141_1026670	NRPS-like	NRPS		
c00026_SGB_134...region001	c00026_SGB_134..	SGB_13410_k141_187703	ranthipeptide	RiPPs		
c00026_SGB_384...region001	c00026_SGB_384..	SGB_3847_k141_419724	NRPS-like	NRPS		
c00026_SGB_405...region001	c00026_SGB_405..	SGB_405_k141_1999053	ranthipeptide	RiPPs		
c00026_SGB_417...region001	c00026_SGB_417..	SGB_4176_k141_1706630	ranthipeptide	RiPPs		
c00026_SGB_423...region001	c00026_SGB_423..	SGB_4236_k141_1152147	NRPS-like	NRPS		
c00026_SGB_472...region001	c00026_SGB_472..	SGB_4724_k141_238193	ranthipeptide	RiPPs		
c00026_SGB_475...region001	c00026_SGB_475..	SGB_4750_k141_3793779	T1PKS	PKSI		
c00026_SGB_489...region001	c00026_SGB_489..	SGB_4891_k141_1136791	ranthipeptide	RiPPs		
c00026_SGB_503...region001	c00026_SGB_503..	SGB_5039_k141_2825805	ranthipeptide	RiPPs		
c00026_SGB_504...region001	c00026_SGB_504..	SGB_5048_k141_1768095	NRPS-like	NRPS		
c00026_SGB_510...region001	c00026_SGB_510..	SGB_510_k141_2190809	RRE-containing	RiPPs		
c00026_SGB_516...region001	c00026_SGB_516..	SGB_5165_k141_3830796	hserlactone	Others		
c00026_SGB_518...region001	c00026_SGB_518..	SGB_5189_k141_697596	ranthipeptide	RiPPs		
c00026_SGB_563...region001	c00026_SGB_563..	SGB_5634_k141_2412961	NRPS	NRPS		
c00026_SGB_583...region001	c00026_SGB_583..	SGB_5839_k141_1699892	ranthipeptide	RiPPs		
c00026_SGB_631...region001	c00026_SGB_631..	SGB_631_k141_543996	arylpolyene	Others		
c00026_SGB_711...region001	c00026_SGB_711..	SGB_7112_k141_2974981	arylpolyene	Others		
c00026_SGB_731...region001	c00026_SGB_731..	SGB_7315_k141_1185896	ranthipeptide	RiPPs		
c00026_SGB_762...region001	c00026_SGB_762..	SGB_762_k141_2432778	cyclic-lactone-autoinducer.thiopeptide	RiPPs		
c00026_SGB_785...region001	c00026_SGB_785..	SGB_785_k141_2569454	cyclic-lactone-autoinducer	RiPPs		
c00026_SGB_828...region001	c00026_SGB_828..	SGB_8288_k141_1800580	ranthipeptide	RiPPs		
c00026_SGB_832...region001	c00026_SGB_832..	SGB_8329_k141_961472	NRPS-like	NRPS		
c00026_SGB_862...region001	c00026_SGB_862..	SGB_8624_k141_2521988	betalactone	Others		
c00026_SGB_867...region001	c00026_SGB_867..	SGB_8673_k141_767039	ranthipeptide	RiPPs		
c00026_SGB_898...region001	c00026_SGB_898..	SGB_8981_k141_3592299	betalactone	Others		
c00026_SGB_971...region001	c00026_SGB_971..	SGB_9715_k141_1887851	betalactone.NRPS-like	Others		
c00027_SGB_103...region001	c00027_SGB_103..	SGB_10309_k141_155515	betalactone	Others		
c00027_SGB_104...region001	c00027_SGB_104..	SGB_10440_k141_2054043	RRE-containing	RiPPs		
c00027_SGB_106...region001	c00027_SGB_106..	SGB_10677_k141_853569	RRE-containing	RiPPs		
c00027_SGB_109...region001	c00027_SGB_109..	SGB_10985_k141_2354329	ranthipeptide	RiPPs		
c00027_SGB_110...region001	c00027_SGB_110..	SGB_11079_k141_653174	ranthipeptide	RiPPs		
c00027_SGB_111...region001	c00027_SGB_111..	SGB_11121_k141_1377836	NRPS-like	NRPS		
c00027_SGB_112...region001	c00027_SGB_112..	SGB_11277_k141_2140525	ranthipeptide	RiPPs		
c00027_SGB_113...region001	c00027_SGB_113..	SGB_11370_k141_77404	RRE-containing	RiPPs		
c00027_SGB_119...region001	c00027_SGB_119..	SGB_11956_k141_301002	lassopeptide	RiPPs		
c00027_SGB_120...region001	c00027_SGB_120..	SGB_12094_k141_1693171	betalactone	Others		
c00027_SGB_121...region001	c00027_SGB_121..	SGB_1217_k141_1462642	arylpolyene	Others		
c00027_SGB_124...region001	c00027_SGB_124..	SGB_12431_k141_788125	betalactone	Others		
c00027_SGB_128...region001	c00027_SGB_128..	SGB_12840_k141_733630	RRE-containing	RiPPs		
c00027_SGB_129...region001	c00027_SGB_129..	SGB_12932_k141_712361	betalactone	Others		
c00027_SGB_131...region001	c00027_SGB_131..	SGB_13191_k141_1133260	ranthipeptide	RiPPs		
c00027_SGB_309...region001	c00027_SGB_309..	SGB_3093_k141_412313	ranthipeptide	RiPPs		
c00027_SGB_382...region001	c00027_SGB_382..	SGB_3822_k141_1437305	NRPS	NRPS		
c00027_SGB_433...region001	c00027_SGB_433..	SGB_4332_k141_94202	ranthipeptide	RiPPs		
c00027_SGB_455...region001	c00027_SGB_455..	SGB_455_k141_2188632	betalactone	Others		
c00027_SGB_457...region001	c00027_SGB_457..	SGB_4576_k141_759773	betalactone	Others		
c00027_SGB_463...region001	c00027_SGB_463..	SGB_463_k141_941377	RRE-containing	RiPPs		
c00027_SGB_475...region001	c00027_SGB_475..	SGB_4750_k141_1051778	terpene	Terpene		
c00027_SGB_486...region001	c00027_SGB_486..	SGB_4868_k141_1732667	arylpolyene	Others		
c00027_SGB_528...region001	c00027_SGB_528..	SGB_5287_k141_534353	proteusin	RiPPs		
c00027_SGB_556...region001	c00027_SGB_556..	SGB_5566_k141_1509984	NRPS	NRPS		
c00027_SGB_583...region001	c00027_SGB_583..	SGB_5834_k141_955717	RRE-containing	RiPPs		
c00027_SGB_594...region001	c00027_SGB_594..	SGB_594_k141_196043	RRE-containing.lassopeptide	RiPPs		
c00027_SGB_603...region001	c00027_SGB_603..	SGB_6036_k141_190080	RRE-containing	RiPPs		
c00027_SGB_621...region001	c00027_SGB_621..	SGB_6210_k141_1435207	RRE-containing	RiPPs		
c00027_SGB_689...region001	c00027_SGB_689..	SGB_6890_k141_2468538	ranthipeptide	RiPPs		
c00027_SGB_702...region001	c00027_SGB_702..	SGB_7025_k141_1323538	betalactone	Others		
c00027_SGB_762...region001	c00027_SGB_762..	SGB_762_k141_2241608	betalactone	Others		
c00027_SGB_828...region001	c00027_SGB_828..	SGB_8281_k141_2030721	ranthipeptide	RiPPs		
c00027_SGB_829...region001	c00027_SGB_829..	SGB_8292_k141_1607087	ranthipeptide	RiPPs		
c00027_SGB_877...region001	c00027_SGB_877..	SGB_8774_k141_2926464	RRE-containing	RiPPs		
c00027_SGB_880...region001	c00027_SGB_880..	SGB_8801_k141_2726609	ranthipeptide	RiPPs		
c00027_SGB_937...region001	c00027_SGB_937..	SGB_9375_k141_1913153	ladderane	Others		
c00027_SGB_952...region001	c00027_SGB_952..	SGB_952_k141_1253342	NRPS-like	NRPS		
c00027_SGB_979...region001	c00027_SGB_979..	SGB_9797_k141_1667860	NRPS-like	NRPS		
c00028_SGB_103...region001	c00028_SGB_103..	SGB_10309_k141_897561	RRE-containing	RiPPs		
c00028_SGB_104...region001	c00028_SGB_104..	SGB_10438_k141_554381	ranthipeptide	RiPPs		
c00028_SGB_106...region001	c00028_SGB_106..	SGB_10629_k141_1341873	betalactone	Others		
c00028_SGB_107...region001	c00028_SGB_107..	SGB_10788_k141_70240	RRE-containing	RiPPs		
c00028_SGB_109...region001	c00028_SGB_109..	SGB_10918_k141_626968	ranthipeptide	RiPPs		
c00028_SGB_111...region001	c00028_SGB_111..	SGB_11105_k141_887616	RRE-containing	RiPPs		
c00028_SGB_112...region001	c00028_SGB_112..	SGB_11260_k141_1520568	ranthipeptide	RiPPs		
c00028_SGB_113...region001	c00028_SGB_113..	SGB_11303_k141_896286	NRPS-like	NRPS		
c00028_SGB_114...region001	c00028_SGB_114..	SGB_11478_k141_764215	betalactone	Others		
c00028_SGB_116...region001	c00028_SGB_116..	SGB_11654_k141_1330651	ranthipeptide	RiPPs		
c00028_SGB_117...region001	c00028_SGB_117..	SGB_11707_k141_1925437	betalactone	Others		
c00028_SGB_120...region001	c00028_SGB_120..	SGB_12041_k141_1612844	RRE-containing	RiPPs		
c00028_SGB_121...region001	c00028_SGB_121..	SGB_12138_k141_887733	ranthipeptide	RiPPs		
c00028_SGB_122...region001	c00028_SGB_122..	SGB_12281_k141_2897001	ranthipeptide	RiPPs		
c00028_SGB_124...region001	c00028_SGB_124..	SGB_12432_k141_382956	ranthipeptide	RiPPs		
c00028_SGB_126...region001	c00028_SGB_126..	SGB_12649_k141_851865	RRE-containing	RiPPs		
c00028_SGB_128...region001	c00028_SGB_128..	SGB_12856_k141_728031	ranthipeptide	RiPPs		
c00028_SGB_131...region001	c00028_SGB_131..	SGB_13173_k141_546694	RRE-containing	RiPPs		
c00028_SGB_137...region001	c00028_SGB_137..	SGB_13789_k141_1905232	RRE-containing	RiPPs		
c00028_SGB_316...region001	c00028_SGB_316..	SGB_3169_k141_1079107	ranthipeptide	RiPPs		
c00028_SGB_355...region001	c00028_SGB_355..	SGB_355_k141_1691305	betalactone	Others		
c00028_SGB_391...region001	c00028_SGB_391..	SGB_3911_k141_1259237	NRPS	NRPS		
c00028_SGB_397...region001	c00028_SGB_397..	SGB_3979_k141_666519	arylpolyene	Others		
c00028_SGB_433...region001	c00028_SGB_433..	SGB_4331_k141_1365956	NRPS-like	NRPS		
c00028_SGB_447...region001	c00028_SGB_447..	SGB_4473_k141_757815	betalactone	Others		
c00028_SGB_464...region001	c00028_SGB_464..	SGB_4644_k141_1404580	betalactone	Others		
c00028_SGB_479...region001	c00028_SGB_479..	SGB_4790_k141_2886109	RRE-containing	RiPPs		
c00028_SGB_545...region001	c00028_SGB_545..	SGB_5451_k141_2864134	RRE-containing	RiPPs		
c00028_SGB_552...region001	c00028_SGB_552..	SGB_5521_k141_1181753	RRE-containing	RiPPs		
c00028_SGB_572...region001	c00028_SGB_572..	SGB_5728_k141_2659697	RiPP-like	RiPPs		
c00028_SGB_583...region001	c00028_SGB_583..	SGB_5834_k141_320848	betalactone	Others		
c00028_SGB_629...region001	c00028_SGB_629..	SGB_6294_k141_1342281	betalactone	Others		
c00028_SGB_671...region001	c00028_SGB_671..	SGB_6713_k141_1999967	other	Others		
c00028_SGB_680...region001	c00028_SGB_680..	SGB_6801_k141_2001377	arylpolyene	Others		
c00028_SGB_736...region001	c00028_SGB_736..	SGB_7369_k141_4104955	ranthipeptide	RiPPs		
c00028_SGB_762...region001	c00028_SGB_762..	SGB_7620_k141_3492241	terpene	Terpene		
c00028_SGB_803...region001	c00028_SGB_803..	SGB_8033_k141_1489949	betalactone	Others		
c00028_SGB_815...region001	c00028_SGB_815..	SGB_8151_k141_3014427	arylpolyene	Others		
c00028_SGB_858...region001	c00028_SGB_858..	SGB_8585_k141_1162052	betalactone	Others		
c00028_SGB_862...region001	c00028_SGB_862..	SGB_8622_k141_3066286	betalactone	Others		
c00028_SGB_906...region001	c00028_SGB_906..	SGB_9062_k141_1032267	betalactone.ranthipeptide	Others		
c00028_SGB_948...region001	c00028_SGB_948..	SGB_9488_k141_1326615	ranthipeptide	RiPPs		
c00028_SGB_998...region001	c00028_SGB_998..	SGB_9986_k141_920297	terpene	Terpene		
c00029_SGB_101...region001	c00029_SGB_101..	SGB_10176_k141_1658861	betalactone	Others		
c00029_SGB_103...region001	c00029_SGB_103..	SGB_10324_k141_761827	NRPS-like	NRPS		
c00029_SGB_104...region001	c00029_SGB_104..	SGB_10490_k141_1606434	RRE-containing.thiopeptide	RiPPs		
c00029_SGB_106...region001	c00029_SGB_106..	SGB_1064_k141_1897763	RRE-containing	RiPPs		
c00029_SGB_107...region001	c00029_SGB_107..	SGB_10798_k141_754087	RRE-containing	RiPPs		
c00029_SGB_109...region001	c00029_SGB_109..	SGB_10912_k141_1901210	NRPS	NRPS		
c00029_SGB_113...region001	c00029_SGB_113..	SGB_11303_k141_59637	betalactone	Others		
c00029_SGB_116...region001	c00029_SGB_116..	SGB_11671_k141_390828	RRE-containing	RiPPs		
c00029_SGB_118...region001	c00029_SGB_118..	SGB_11867_k141_1037593	betalactone	Others		
c00029_SGB_119...region001	c00029_SGB_119..	SGB_11986_k141_330208	RRE-containing	RiPPs		
c00029_SGB_121...region001	c00029_SGB_121..	SGB_12162_k141_1958118	RRE-containing	RiPPs		
c00029_SGB_122...region001	c00029_SGB_122..	SGB_12229_k141_795135	ranthipeptide	RiPPs		
c00029_SGB_123...region001	c00029_SGB_123..	SGB_12392_k141_28366	ranthipeptide	RiPPs		
c00029_SGB_125...region001	c00029_SGB_125..	SGB_12547_k141_579109	ranthipeptide	RiPPs		
c00029_SGB_126...region001	c00029_SGB_126..	SGB_12683_k141_184604	RRE-containing	RiPPs		
c00029_SGB_130...region001	c00029_SGB_130..	SGB_13046_k141_1045367	ranthipeptide	RiPPs		
c00029_SGB_132...region001	c00029_SGB_132..	SGB_13221_k141_235570	RRE-containing	RiPPs		
c00029_SGB_134...region001	c00029_SGB_134..	SGB_13411_k141_630945	ranthipeptide	RiPPs		
c00029_SGB_417...region001	c00029_SGB_417..	SGB_4176_k141_267299	NRPS-like	NRPS		
c00029_SGB_424...region001	c00029_SGB_424..	SGB_4241_k141_833207	NRPS	NRPS		
c00029_SGB_455...region001	c00029_SGB_455..	SGB_455_k141_3691913	NRPS	NRPS		
c00029_SGB_457...region001	c00029_SGB_457..	SGB_4577_k141_1615472	betalactone	Others		
c00029_SGB_467...region001	c00029_SGB_467..	SGB_4672_k141_3798924	RRE-containing	RiPPs		
c00029_SGB_477...region001	c00029_SGB_477..	SGB_477_k141_1449056	RRE-containing	RiPPs		
c00029_SGB_537...region001	c00029_SGB_537..	SGB_5375_k141_747711	betalactone	Others		
c00029_SGB_547...region001	c00029_SGB_547..	SGB_5477_k141_3036978	RRE-containing	RiPPs		
c00029_SGB_591...region001	c00029_SGB_591..	SGB_5918_k141_16649	NRPS-like	NRPS		
c00029_SGB_633...region001	c00029_SGB_633..	SGB_6338_k141_1339172	RRE-containing	RiPPs		
c00029_SGB_671...region001	c00029_SGB_671..	SGB_6713_k141_1932940	terpene	Terpene		
c00029_SGB_732...region001	c00029_SGB_732..	SGB_7321_k141_2712007	terpene	Terpene		
c00029_SGB_742...region001	c00029_SGB_742..	SGB_7425_k141_1683856	betalactone	Others		
c00029_SGB_823...region001	c00029_SGB_823..	SGB_8234_k141_1573782	RRE-containing	RiPPs		
c00029_SGB_827...region001	c00029_SGB_827..	SGB_8274_k141_61010	ranthipeptide	RiPPs		
c00029_SGB_981...region001	c00029_SGB_981..	SGB_9819_k141_34769	RRE-containing	RiPPs		
c00030_SGB_101...region001	c00030_SGB_101..	SGB_10108_k141_1825608	RRE-containing	RiPPs		
c00030_SGB_103...region001	c00030_SGB_103..	SGB_10302_k141_836134	ranthipeptide	RiPPs		
c00030_SGB_104...region001	c00030_SGB_104..	SGB_1040_k141_1706678	hserlactone	Others		
c00030_SGB_105...region001	c00030_SGB_105..	SGB_10527_k141_1382920	betalactone	Others		
c00030_SGB_106...region001	c00030_SGB_106..	SGB_10636_k141_675661	betalactone	Others		
c00030_SGB_107...region001	c00030_SGB_107..	SGB_10743_k141_1772438	RRE-containing	RiPPs		
c00030_SGB_111...region001	c00030_SGB_111..	SGB_11183_k141_1029774	betalactone	Others		
c00030_SGB_112...region001	c00030_SGB_112..	SGB_11275_k141_1957021	RRE-containing	RiPPs		
c00030_SGB_117...region001	c00030_SGB_117..	SGB_1178_k141_801700	ranthipeptide	RiPPs		
c00030_SGB_118...region001	c00030_SGB_118..	SGB_11803_k141_990169	ranthipeptide	RiPPs		
c00030_SGB_119...region001	c00030_SGB_119..	SGB_11977_k141_666938	ranthipeptide	RiPPs		
c00030_SGB_121...region001	c00030_SGB_121..	SGB_12154_k141_918328	ranthipeptide	RiPPs		
c00030_SGB_123...region001	c00030_SGB_123..	SGB_12362_k141_644649	betalactone	Others		
c00030_SGB_125...region001	c00030_SGB_125..	SGB_12558_k141_136695	betalactone	Others		
c00030_SGB_126...region001	c00030_SGB_126..	SGB_12672_k141_378247	T1PKS	PKSI		
c00030_SGB_128...region001	c00030_SGB_128..	SGB_12843_k141_79641	terpene	Terpene		
c00030_SGB_129...region001	c00030_SGB_129..	SGB_12999_k141_739693	ranthipeptide	RiPPs		
c00030_SGB_130...region001	c00030_SGB_130..	SGB_13044_k141_1168075	ranthipeptide	RiPPs		
c00030_SGB_131...region001	c00030_SGB_131..	SGB_13129_k141_701230	ranthipeptide	RiPPs		
c00030_SGB_132...region001	c00030_SGB_132..	SGB_13245_k141_1113212	betalactone	Others		
c00030_SGB_133...region001	c00030_SGB_133..	SGB_13345_k141_1391679	RRE-containing	RiPPs		
c00030_SGB_137...region001	c00030_SGB_137..	SGB_13785_k141_1637634	cyclic-lactone-autoinducer	RiPPs		
c00030_SGB_138...region001	c00030_SGB_138..	SGB_13890_k141_482532	cyclic-lactone-autoinducer	RiPPs		
c00030_SGB_384...region001	c00030_SGB_384..	SGB_3849_k141_643702	RRE-containing	RiPPs		
c00030_SGB_451...region001	c00030_SGB_451..	SGB_4515_k141_1673456	betalactone	Others		
c00030_SGB_473...region001	c00030_SGB_473..	SGB_4733_k141_2505043	ranthipeptide	RiPPs		
c00030_SGB_503...region001	c00030_SGB_503..	SGB_5039_k141_2468815	betalactone	Others		
c00030_SGB_530...region001	c00030_SGB_530..	SGB_5305_k141_1514894	RRE-containing	RiPPs		
c00030_SGB_602...region001	c00030_SGB_602..	SGB_6028_k141_2570301	NRPS-like	NRPS		
c00030_SGB_609...region001	c00030_SGB_609..	SGB_609_k141_1191361	betalactone	Others		
c00030_SGB_653...region001	c00030_SGB_653..	SGB_6533_k141_2209358	ranthipeptide	RiPPs		
c00030_SGB_71_...region001	c00030_SGB_71_..	SGB_71_k141_574539	arylpolyene	Others		
c00030_SGB_740...region001	c00030_SGB_740..	SGB_7400_k141_336020	arylpolyene	Others		
c00030_SGB_799...region001	c00030_SGB_799..	SGB_7990_k141_842477	ranthipeptide	RiPPs		
c00030_SGB_813...region001	c00030_SGB_813..	SGB_8132_k141_2940491	RRE-containing	RiPPs		
c00030_SGB_852...region001	c00030_SGB_852..	SGB_8529_k141_1123279	RRE-containing	RiPPs		
c00030_SGB_867...region001	c00030_SGB_867..	SGB_8673_k141_2067024	betalactone	Others		
c00030_SGB_981...region001	c00030_SGB_981..	SGB_9811_k141_449177	betalactone	Others		
c00031_SGB_101...region001	c00031_SGB_101..	SGB_1012_k141_1311391	cyclic-lactone-autoinducer	RiPPs		
c00031_SGB_106...region001	c00031_SGB_106..	SGB_1060_k141_1771106	RRE-containing	RiPPs		
c00031_SGB_108...region001	c00031_SGB_108..	SGB_10830_k141_1522956	RRE-containing	RiPPs		
c00031_SGB_109...region001	c00031_SGB_109..	SGB_10980_k141_428074	RRE-containing	RiPPs		
c00031_SGB_111...region001	c00031_SGB_111..	SGB_1116_k141_1388120	ranthipeptide	RiPPs		
c00031_SGB_114...region001	c00031_SGB_114..	SGB_11457_k141_138015	RRE-containing	RiPPs		
c00031_SGB_119...region001	c00031_SGB_119..	SGB_11934_k141_568947	cyclic-lactone-autoinducer	RiPPs		
c00031_SGB_122...region001	c00031_SGB_122..	SGB_12257_k141_523528	lassopeptide	RiPPs		
c00031_SGB_124...region001	c00031_SGB_124..	SGB_12498_k141_1257635	ranthipeptide	RiPPs		
c00031_SGB_127...region001	c00031_SGB_127..	SGB_12792_k141_810660	ranthipeptide	RiPPs		
c00031_SGB_128...region001	c00031_SGB_128..	SGB_12876_k141_698027	ranthipeptide	RiPPs		
c00031_SGB_129...region001	c00031_SGB_129..	SGB_12970_k141_1412124	ranthipeptide	RiPPs		
c00031_SGB_130...region001	c00031_SGB_130..	SGB_13076_k141_1452255	ranthipeptide	RiPPs		
c00031_SGB_361...region001	c00031_SGB_361..	SGB_361_k141_405667	RRE-containing	RiPPs		
c00031_SGB_371...region001	c00031_SGB_371..	SGB_3717_k141_1336570	ranthipeptide	RiPPs		
c00031_SGB_384...region001	c00031_SGB_384..	SGB_3849_k141_1246321	RRE-containing	RiPPs		
c00031_SGB_390...region001	c00031_SGB_390..	SGB_3906_k141_991430	arylpolyene	Others		
c00031_SGB_395...region001	c00031_SGB_395..	SGB_3954_k141_1692059	ranthipeptide	RiPPs		
c00031_SGB_399...region001	c00031_SGB_399..	SGB_3995_k141_268296	RRE-containing	RiPPs		
c00031_SGB_408...region001	c00031_SGB_408..	SGB_4083_k141_35195	NRPS-like	NRPS		
c00031_SGB_437...region001	c00031_SGB_437..	SGB_4377_k141_1769829	cyclic-lactone-autoinducer	RiPPs		
c00031_SGB_446...region001	c00031_SGB_446..	SGB_4462_k141_1580710	betalactone	Others		
c00031_SGB_455...region001	c00031_SGB_455..	SGB_455_k141_3631443	RRE-containing	RiPPs		
c00031_SGB_471...region001	c00031_SGB_471..	SGB_471_k141_896161	RRE-containing	RiPPs		
c00031_SGB_484...region001	c00031_SGB_484..	SGB_4848_k141_1197279	ranthipeptide	RiPPs		
c00031_SGB_542...region001	c00031_SGB_542..	SGB_5427_k141_1724724	RRE-containing	RiPPs		
c00031_SGB_563...region001	c00031_SGB_563..	SGB_5635_k141_2430219	NRPS-like	NRPS		
c00031_SGB_609...region001	c00031_SGB_609..	SGB_6092_k141_2532344	NRPS	NRPS		
c00031_SGB_629...region001	c00031_SGB_629..	SGB_6294_k141_1847308	RRE-containing	RiPPs		
c00031_SGB_640...region001	c00031_SGB_640..	SGB_6402_k141_2187254	NRPS	NRPS		
c00031_SGB_700...region001	c00031_SGB_700..	SGB_7001_k141_958442	RRE-containing	RiPPs		
c00031_SGB_781...region001	c00031_SGB_781..	SGB_7815_k141_2815090	ranthipeptide	RiPPs		
c00031_SGB_804...region001	c00031_SGB_804..	SGB_8049_k141_2474020	RRE-containing	RiPPs		
c00031_SGB_812...region001	c00031_SGB_812..	SGB_8123_k141_797916	RRE-containing	RiPPs		
c00031_SGB_853...region001	c00031_SGB_853..	SGB_8537_k141_912504	RRE-containing	RiPPs		
c00031_SGB_862...region001	c00031_SGB_862..	SGB_8624_k141_1705976	ranthipeptide	RiPPs		
c00031_SGB_874...region001	c00031_SGB_874..	SGB_8744_k141_1570361	betalactone	Others		
c00031_SGB_897...region001	c00031_SGB_897..	SGB_8978_k141_2981376	ranthipeptide	RiPPs		
c00031_SGB_899...region001	c00031_SGB_899..	SGB_8993_k141_2401013	NRPS-like	NRPS		
c00031_SGB_902...region001	c00031_SGB_902..	SGB_9022_k141_3191436	cyclic-lactone-autoinducer	RiPPs		
c00031_SGB_920...region001	c00031_SGB_920..	SGB_9204_k141_22502	ranthipeptide	RiPPs		
c00031_SGB_931...region001	c00031_SGB_931..	SGB_9316_k141_469583	RRE-containing	RiPPs		
c00032_SGB_101...region001	c00032_SGB_101..	SGB_10149_k141_130386	RRE-containing	RiPPs		
c00032_SGB_103...region001	c00032_SGB_103..	SGB_10324_k141_1158100	cyclic-lactone-autoinducer	RiPPs		
c00032_SGB_104...region001	c00032_SGB_104..	SGB_10495_k141_10463	RRE-containing	RiPPs		
